location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Assistant Chairman for Programs ,Howard Dickman,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Assistant Chairman for Partnership and National Affairs ,Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Director, Division of Preservation and Access ",Vacant,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Director, Division of Public Programs ",Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Director, Division of Research Programs ",Vacant,,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Director, Office of Challenge Grants ",Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Director, Federal/ State Partnership ",Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Chief Information Officer ,Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Senior Advisor to the Office of the Chairman ,Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC","Deputy Director, President's Committee on the Arts and the Humanities ",Career Incumbent,C,ES,,,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL ENDOWMENT FOR THE HUMANITIES,,2004
"Washington, DC",Member ,Linda L. Aaker,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Edward L. Ayers,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Jewel Brooker,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Pedro Castillo,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Celeste Colgan,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Evelyn Edson,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Dario Fernandez Morera,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Elizabeth A. Fox Genovese,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Nathan O. Hatch,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,David M. Hertz,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Amy Kass,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Andrew T. Ladis,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Wright Lassiter,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Thomas Mallon,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Wilfred M. McClay,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Stephen McKnight,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Naomi S. Nye,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Lawrence Okamura,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Michael Pack,PAS,AD,,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,James R. Stoner,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Theodore W. Striggles,PAS,AD,$135,6 Years,11/15/04,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Marguerite H. Sullivan,PAS,AD,,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Stephan Thernstrom,PAS,AD,$135,6 Years,01/26/08,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Jeffrey D. Wallin,PAS,AD,$135,6 Years,01/26/06,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Vacant,PAS,AD,,6 Years,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Member ,Vacant,PAS,AD,,6 Years,,NATIONAL FOUNDATION ON THE ARTS AND HUMANITIES,NATIONAL COUNCIL ON THE HUMANITIES,,2004
"Washington, DC",Secretary ,Gale A. Norton,PAS,EX,I,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Chief of Staff ,Brian Waidmann,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Deputy Chief of Staff and Counselor to the Secretary ,David L. Bernhardt,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Counselor to the Secretary ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant and Counselor to the Secretary ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Counselor to the Secretary ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Science Advisor to the Secretary ,James Tate Jr,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Director, External and Intergovernmental Affairs ",Katherine C. Kimball,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Director of Executive Secretariat and Office of Regulatory Affairs ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Chief Information Officer and Director Office of Information Resources Management ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Denver, CO","Executive Director, Take Pride in America ",Martha P. Allbright,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Senior Adviser to the Secretary for Alaskan Affairs ,Drue Pearce,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",White House Liaison ,Douglas Domenech,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Special Assistant, Lewis and Clark ",Ralph Thomas Fulton,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant to the Secretary for Alaska ,Camden Toohey,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant ,Allan K. Fitzsimmons,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant to the Secretary ,Monica A. Noe,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Director, Scheduling and Advance ",Ramona Jones,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Director of Communications, TPIA ",Kathryn M. Harrington,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant ,Patricia Connally,SC,GS,13,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant ,Michelle Cangelosi,SC,GS,13,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Deputy Director, External and Intergovernmental Affairs ",Melissa M. Simpson,SC,GS,13,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Special Assistant, Scheduling and Advance ",William Kloiber,SC,GS,13,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC","Special Assistant, Advance ",Kimberly V. Martiny,SC,GS,11,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Confidential Assistant ,Jennifer Thompson,SC,GS,9,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Special Assistant ,Elizabeth Blount,SC,GS,7,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Denver, CO",Special Assistant ,Justin R. Hall,SC,GS,7,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,,2004
"Washington, DC",Deputy Secretary of the Interior ,J. Steven Griles,PAS,EX,II,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC",Associate Deputy Secretary ,James E. Cason,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC",Assistant Deputy Secretary ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC","Executive Director, Office of Historical Trust Accounting ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC","Deputy Director, Office of Historical Trust Accounting ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC",Energy Task Force Liaison ,Robert W. Middleton,TA,ES,,,10/05/04,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC",Special Assistant ,Holly Hopkins,SC,GS,13,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Deputy Secretary,2004
"Washington, DC","Director, Office of Communications ",Ernestine W. Kreisher,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Communications,2004
"Washington, DC",Hispanic Media Outreach Coordinator ,Isabel M. Nicoli,SC,GS,14,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Communications,2004
"Washington, DC",Deputy Press Secretary ,Shane Wolfe,SC,GS,13,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Communications,2004
"Washington, DC",Speechwriter ,Charles M. Rousseaux,SC,GS,11,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Communications,2004
"Washington, DC","Director, Congressional and Legislative Affairs ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Congressional and Legislative Affairs,2004
"Washington, DC",Legislative Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Congressional and Legislative Affairs,2004
"Washington, DC","Associate Director, House ",Teresa Davies,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Congressional and Legislative Affairs,2004
"Washington, DC","Associate Director, Senate ",Matthew Eames,SC,GS,15,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of Congressional and Legislative Affairs,2004
"Washington, DC",Special Trustee for American Indians ,Ross O. Swimmer,PAS,EX,II,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Principal Deputy Special Trustee ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Deputy Special Trustee, Field Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Deputy Special Trustee, Trust Accountability ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Deputy Special Trustee, Trust Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Director, Office of Trust Records ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Director, Trust Review and Audit ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Director, Trust Program Management Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM","Director, Budget, Finance and Administration ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Chief Information Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Regional Fiduciary Trust Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Regional Fiduciary Trust Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Regional Fiduciary Trust Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Regional Fiduciary Trust Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Regional Fiduciary Trust Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Albuquerque, NM",Regional Fiduciary Trust Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE,Office of the Special Trustee for American Indians,2004
"Washington, DC","Chairman, National Indian Gaming Commission ",Philip N. Hogen,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,NATIONAL INDIAN GAMING COMMISSION,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Member, National Indian Gaming Commission ",Cloyce V. Choney,XS,AD,"$128,200",,11/23/05,DEPARTMENT OF THE INTERIOR,NATIONAL INDIAN GAMING COMMISSION,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Member, National Indian Gaming Commission ",Nelson W. Westrin,XS,AD,"$128,200",,11/26/05,DEPARTMENT OF THE INTERIOR,NATIONAL INDIAN GAMING COMMISSION,Office of the Special Trustee for American Indians,2004
"Washington, DC",Inspector General ,Earl E. Devaney,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE INSPECTOR GENERAL,Office of the Special Trustee for American Indians,2004
"Washington, DC","Assistant Inspector General, Administrative Services and Information Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE INSPECTOR GENERAL,Office of the Special Trustee for American Indians,2004
"Washington, DC","Deputy Assistant Inspector General, Administration and Information Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE INSPECTOR GENERAL,Office of the Special Trustee for American Indians,2004
"Washington, DC",Chief Information Officer ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE INSPECTOR GENERAL,Office of the Special Trustee for American Indians,2004
"Washington, DC",Solicitor ,Sue Ellen Wooldridge,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC",Deputy Solicitor ,Matthew McKeown,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC",Counselor to the Solicitor ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Solicitor, Division of Parks and Wildlife ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Solicitor, Mineral Resources ",Fred E. Ferguson Jr,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Solicitor, Administration ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Solicitor, General Law ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Associate Solicitor, Indian Affairs ",Christopher Chaney,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Deputy Associate Solicitor, Indian Affairs ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Deputy Associate Solicitor, General Law ",Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Deputy Associate Solicitor, Parks and Wildlife ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Deputy Associate Solicitor, Minerals Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC","Deputy Associate Solicitor, Land and Water Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC",Designated Agency Ethics Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Washington, DC",Associate Solicitor Land and Water Resources ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Office of the Special Trustee for American Indians,2004
"Anchorage, AK","Regional Solicitor, Alaska Regional Office, Anchorage, Alaska ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Atlanta, GA","Regional Solicitor, Atlanta ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Denver, CO","Regional Solicitor, Rocky Mountain Region, Denver, Colorado ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Newton, MA","Regional Solicitor, Boston ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Salt Lake City, UT","Regional Solicitor, Intermountain Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Albuquerque, NM","Regional Solicitor, Albuquerque ",Horace Hoke Martin MacMillan,,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Portland, OR","Regional Solicitor, Pacific Northwest Region, Portland, Oregon ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Los Angeles, CA","Regional Solicitor, Pacific Southwest Region, Sacramento, California ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,OFFICE OF THE SOLICITOR,Field Offices,2004
"Washington, DC","Assistant Secretary, Policy Management and Budget ",P. Lynn Scarlett,PAS,EX,IV,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC","Chief of Staff and Counselor to the Assistant Secretary, Policy, Management and Budget ",Daniel Jorjani,,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC",Deputy Assistant Secretary for Policy and International Affairs ,Christopher B. Kearney,,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC","Deputy Assistant Secretary, Insular Affairs ",David B. Cohen,,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC","Deputy Assistant Secretary, Performance, Accountability, and Human Resources ",Scott J. Cameron,,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC",Deputy Chief Human Capital Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC","Deputy Chief Information Officer, Office of Information Resources Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
"Washington, DC",Director of Human Resources ,Vacant,,ES,,,,DEPARTMENT OF THE INTERIOR,"ASSISTANT SECRETARY-- POLICY, MANAGEMENT AND BUDGET",Field Offices,2004
